('Los Angeles Police Department', 469)
('Chicago Police Department', 427)
("Los Angeles County Sheriff's Department", 348)
('City of New York Police Department', 327)
('Houston Police Department', 312)
('California Highway Patrol', 267)
('Phoenix Police Department', 232)
('Philadelphia Police Department', 208)
('Las Vegas Metropolitan Police Department', 191)
('Pennsylvania State Police', 191)
('San Antonio Police Department', 189)
('Kansas City Police Department', 171)
('Dallas Police Department', 157)
('St. Louis Metropolitan Police Department', 148)
('Miami-Dade Police Department', 141)
('Oklahoma City Police Department', 138)
('Baltimore Police Department', 132)
("Jacksonville Sheriff's Office", 125)
('Detroit Police Department', 125)
("San Bernardino County Sheriff's Office", 122)
("Harris County Sheriff's Office", 120)
('Albuquerque Police Department', 119)
("Riverside County Sheriff's Department", 116)
('San Diego Police Department', 111)
('U.S. Marshals Service', 109)
('Columbus Division of Police', 105)
('Texas Department of Public Safety', 98)
('Fresno Police Department', 97)
('Denver Police Department', 97)
('Michigan State Police', 95)
('Milwaukee Police Department', 95)
('Memphis Police Department', 91)
('Kentucky State Police', 91)
('Long Beach Police Department', 90)
('Atlanta Police Department', 88)
('Tucson Police Department', 88)
('Tulsa Police Department', 88)
('U.S. Border Patrol', 87)
('Indianapolis Metropolitan Police Department', 86)
('San Francisco Police Department', 82)
(None, 81)
('Baltimore County Police Department', 75)
("Orange County Sheriff's Office", 75)
('Oakland Police Department', 75)
('Cleveland Police Department', 75)
('Fort Worth Police Department', 74)
('Austin Police Department', 73)
('Washington Metropolitan Police Department', 73)
('Seattle Police Department', 72)
('Louisville Metro Police Department', 71)
('San Jose Police Department', 70)
("San Diego County Sheriff's Office", 66)
('U.S. Customs and Border Protection', 66)
('Omaha Police Department', 64)
('Honolulu Police Department', 64)
('Portland Police Bureau', 64)
('Georgia State Patrol', 64)
('DeKalb County Police Department', 64)
('New Orleans Police Department', 64)
('San Bernardino Police Department', 64)
('Mesa Police Department', 63)
('Springfield Police Department', 63)
('Newark Police Department', 63)
('Aurora Police Department', 63)
('Bakersfield Police Department', 62)
("Palm Beach County Sheriff's Office", 61)
("Broward County Sheriff's Office", 60)
('Jackson Police Department', 60)
('Sacramento Police Department', 60)
('U.S. Federal Bureau of Investigation', 58)
("Washington County Sheriff's Office", 56)
('Virginia State Police', 56)
('Minneapolis Police Department', 55)
("Sacramento County Sheriff's Office", 54)
('Richmond Police Department', 54)
("Pierce County Sheriff's Office", 54)
("Kern County Sheriff's Office", 53)
('Cincinnati Police Department', 52)
("Jefferson County Sheriff's Office", 52)
('Charlotte-Mecklenburg Police Department', 52)
('Oklahoma Highway Patrol', 52)
('Santa Ana Police Department', 52)
("Polk County Sheriff's Office", 51)
('Little Rock Police Department', 51)
("Hillsborough County Sheriff's Office", 51)
('Maryland State Police', 50)
('Pittsburgh Bureau of Police', 49)
('Wichita Police Department', 49)
('Gwinnett County Police Department', 49)
('Anaheim Police Department', 49)
('St. Louis County Police Department', 49)
('Stockton Police Department', 48)
('Norfolk Police Department', 48)
('Colorado Springs Police Department', 47)
("Marion County Sheriff's Office", 46)
('Metropolitan Nashville Police Department', 46)
('Cobb County Police Department', 46)
('West Virginia State Police', 45)
("Pinellas County Sheriff's Office", 44)
('New Jersey State Police', 44)
('Orlando Police Department', 43)
('New Mexico State Police', 43)
('Birmingham Police Department', 42)
('Riverside Police Department', 42)
('Tampa Police Department', 42)
('New York State Police', 42)
("Lee County Sheriff's Office", 42)
("Montgomery County Sheriff's Office", 42)
('Arkansas State Police', 41)
('Indiana State Police', 41)
("Douglas County Sheriff's Office", 40)
('Modesto Police Department', 40)
('North Carolina State Highway Patrol', 39)
('El Paso Police Department', 39)
('Anchorage Police Department', 39)
('Alaska State Troopers', 39)
("King County Sheriff's Office", 38)
('Shreveport Police Department', 38)
('Westminster Police Department', 38)
('Fayetteville Police Department', 38)
('Ohio State Highway Patrol', 38)
("Lake County Sheriff's Office", 38)
('Pasadena Police Department', 37)
('Baton Rouge Police Department', 37)
('Amarillo Police Department', 37)
('Salt Lake City Police Department', 36)
('Louisiana State Police', 36)
('Knoxville Police Department', 36)
('Columbus Police Department', 36)
("Prince George's County Police Department", 36)
('Independence Police Department', 36)
('St. Paul Police Department', 36)
('Colorado State Patrol', 36)
("Jefferson Parish Sheriff's Office", 35)
("Greenville County Sheriff's Office", 35)
('Toledo Police Department', 35)
('Vallejo Police Department', 35)
('Mobile Police Department', 34)
('Greenville Police Department', 34)
("Pima County Sheriff's Department", 34)
('Arizona Department of Public Safety', 33)
("Franklin County Sheriff's Office", 33)
('Huntsville Police Department', 33)
('Missouri State Highway Patrol', 32)
('Illinois State Police', 32)
('Boston Police Department', 32)
('Pueblo Police Department', 32)
('Spokane Police Department', 32)
('Corpus Christi Police Department', 32)
('Des Moines Police Department', 32)
("Bexar County Sheriff's Office", 32)
("Jackson County Sheriff's Office", 32)
('South Carolina Highway Patrol', 31)
('Dayton Police Department', 31)
("Alameda County Sheriff's Office", 30)
('Suffolk County Police Department', 30)
('St. Petersburg Police Department', 30)
('Garland Police Department', 30)
("Anderson County Sheriff's Office", 30)
("Spartanburg County Sheriff's Office", 29)
("Bernalillo County Sheriff's Office", 29)
('Fort Wayne Police Department', 29)
('Kansas Highway Patrol', 29)
('Henderson Police Department', 29)
("Stanislaus County Sheriff's Office", 28)
('Chattanooga Police Department', 28)
('Redding Police Department', 28)
('Lakewood Police Department', 28)
("Richmond County Sheriff's Office", 28)
('Montgomery County Police Department', 28)
('Columbia Police Department', 28)
('Ontario Police Department', 27)
("Tulare County Sheriff's Office", 27)
("Escambia County Sheriff's Office", 27)
("Cherokee County Sheriff's Office", 27)
('Glendale Police Department', 27)
("Shelby County Sheriff's Office", 27)
('Reno Police Department', 27)
("Contra Costa County Sheriff's Office", 27)
('Washington State Patrol', 26)
("Fresno County Sheriff's Office", 26)
('Lubbock Police Department', 26)
('Maine State Police', 26)
('Florida Highway Patrol', 25)
("Volusia County Sheriff's Office", 25)
('Akron Police Department', 25)
('Lafayette Police Department', 25)
('Tacoma Police Department', 25)
('Montgomery Police Department', 25)
('Fontana Police Department', 25)
("Madison County Sheriff's Office", 25)
("Snohomish County Sheriff's Office", 25)
('Topeka Police Department', 24)
("Maricopa County Sheriff's Office", 24)
('Arlington Police Department', 24)
("Clackamas County Sheriff's Office", 24)
('Inglewood Police Department', 24)
('Madison Police Department', 24)
("San Joaquin County Sheriff's Office", 23)
('Massachusetts State Police', 23)
("Orange County Sheriff's Department", 23)
('Las Cruces Police Department', 23)
("Monroe County Sheriff's Office", 23)
('Escondido Police Department', 23)
("El Paso County Sheriff's Office", 23)
('Fort Lauderdale Police Department', 23)
('Hawaii Police Department', 22)
("Pasco County Sheriff's Office", 22)
("Brevard County Sheriff's Office", 22)
('Fairfax County Police Department', 22)
("Manatee County Sheriff's Office", 22)
('Minnesota State Patrol', 22)
("Spokane County Sheriff's Office", 22)
('Beaumont Police Department', 22)
("Clay County Sheriff's Office", 22)
("Columbia County Sheriff's Office", 22)
('Jersey City Police Department', 21)
('Peoria Police Department', 21)
("Ventura County Sheriff's Office", 21)
('Fremont Police Department', 21)
('Berwyn Police Department, Chicago Police Department', 21)
('Tennessee Highway Patrol', 21)
('Greeley Police Department', 21)
('Durham Police Department', 21)
('North Las Vegas Police Department', 21)
('Delaware State Police', 21)
('Rockford Police Department', 21)
